order_id,order_date,customer_id,product_id,region_id,quantity,discount,sales_amount,cost_amount,profit,is_return,is_invalid_date
O011363,2024-06-02,C01759,P0077,R015,2,0.05,1238.4,792.08,446.32,0,0
O011364,2024-06-19,C00708,P0083,R012,1,0.0,1248.02,867.53,380.49,0,0
O011365,2025-03-12,C00967,P0087,R001,2,0.1,668.83,456.68,212.15,0,0
O011366,2024-11-25,C00545,P0054,R007,1,0.0,876.4,623.51,252.89,0,0
O011367,2024-02-03,C00025,P0053,R018,2,0.15,93.62,96.8,-3.18,0,0
O011368,2024-05-23,C00623,P0056,R015,2,0.0,1472.38,1092.42,379.96,0,0
O011369,2024-11-11,C00203,P0098,R012,1,0.05,1333.54,817.94,515.6,0,0
O011370,2024-05-10,C00718,P0095,R016,1,0.0,138.62,87.11,51.51,0,0
O011371,2025-02-08,C00108,P0070,R004,1,0.15,51.5,37.94,13.56,0,0
O011372,2024-08-07,C00634,P0037,R004,4,0.1,2292.95,2177.16,115.79,0,0
O011373,2024-08-01,C01429,P0093,R013,1,0.05,861.8,594.21,267.59,0,0
O011374,2024-03-20,C01688,P0024,R009,1,0.0,956.81,827.54,129.27,0,0
O011375,2025-01-02,C01775,P0015,R005,1,0.1,1119.12,897.03,222.09,0,0
O011376,2024-05-17,C01123,P0050,R001,1,0.1,1128.2,827.4,300.8,0,0
O011377,2025-04-05,C01093,P0075,R009,2,0.1,346.3,279.76,66.54,0,0
O011378,2025-11-16,C01936,P0008,R015,1,0.05,197.71,128.3,69.41,0,0
O011379,2025-10-28,C01112,P0040,R008,1,0.0,884.44,778.2,106.24,0,0
O011380,2025-05-02,C00168,P0084,R011,3,0.15,2341.28,2254.74,86.54,0,0
O011381,2025-08-13,C01872,P0073,R004,1,0.05,727.63,629.1,98.53,0,0
O011382,2025-11-04,C01228,P0013,R020,1,0.0,323.43,263.26,60.17,0,0
O011383,2025-05-13,C01334,P0027,R017,1,0.15,797.86,771.98,25.88,0,0
O011384,2024-07-06,C00193,P0079,R007,3,0.15,259.92,230.49,29.43,0,0
O011385,2025-01-01,C00940,P0017,R010,4,0.0,2435.36,1827.6,607.76,0,0
O011386,2025-09-18,C00918,P0002,R014,3,0.0,263.91,192.75,71.16,0,0
O011387,2025-05-03,C01630,P0100,R003,2,0.0,874.54,516.38,358.16,0,0
O011388,2024-09-21,C00766,P0069,R012,2,0.05,1529.58,1225.7,303.88,0,0
O011389,2024-05-03,C00687,P0052,R005,1,0.0,453.69,386.04,67.65,0,0
O011390,2024-04-15,C01362,P0068,R012,5,0.2,2462.16,2536.65,-74.49,0,0
O011391,2024-10-02,C00032,P0074,R010,5,0.0,2488.55,2028.7,459.85,0,0
O011392,2025-08-11,C01491,P0058,R009,3,0.15,1218.26,1077.18,141.08,0,0
O011393,2025-02-07,C00015,P0073,R013,3,0.1,2068.01,1887.3,180.71,0,0
O011394,2024-02-13,C00477,P0077,R008,2,0.2,1042.86,792.08,250.78,0,0
O011395,2025-11-02,C00995,P0025,R016,2,0.0,542.96,345.72,197.24,0,0
O011396,2024-10-22,C00388,P0051,R005,2,0.0,1687.22,1303.32,383.9,0,0
O011397,2024-10-12,C00071,P0039,R001,1,0.15,766.33,688.78,77.55,0,0
O011398,2025-08-21,C00840,P0085,R014,2,0.0,1081.34,655.5,425.84,0,0
O011399,2024-10-02,C01415,P0082,R012,1,0.0,186.08,158.66,27.42,0,0
O011400,2025-03-27,C00484,P0086,R015,4,0.0,2783.68,2357.16,426.52,0,0
O011401,2025-11-04,C00549,P0053,R008,1,0.05,52.32,48.4,3.92,0,0
O011402,2025-01-13,C01354,P0066,R014,2,0.1,1533.08,1423.02,110.06,0,0
O011403,2025-03-24,C01896,P0077,R001,1,0.1,586.61,396.04,190.57,0,0
O011404,2024-09-15,C01036,P0041,R020,2,0.0,992.1,668.6,323.5,0,0
O011405,2025-10-13,C01118,P0099,R018,3,0.05,3206.11,2155.35,1050.76,0,0
O011406,2024-02-24,C01654,P0047,R007,3,0.1,1331.88,1218.24,113.64,0,0
O011407,2024-07-21,C00133,P0062,R007,3,0.0,846.09,559.77,286.32,0,0
O011408,2025-12-25,C01963,P0087,R004,2,0.0,743.14,456.68,286.46,0,0
O011409,2024-12-19,C00952,P0081,R020,2,0.0,386.2,335.54,50.66,0,0
O011410,2024-05-07,C00757,P0059,R002,1,0.05,1268.15,891.66,376.49,0,0
O011411,2024-10-29,C01236,P0050,R017,4,0.2,4011.39,3309.6,701.79,0,0
O011412,2024-07-05,C01824,P0071,R003,2,0.2,1416.21,1354.96,61.25,0,0
O011413,2025-01-18,C01875,P0052,R020,1,0.1,408.32,386.04,22.28,0,0
O011414,2024-06-21,C01555,P0067,R006,4,0.0,4893.48,3563.56,1329.92,0,0
O011415,2024-10-18,C00968,P0085,R009,2,0.2,865.07,655.5,209.57,0,0
O011416,2025-10-25,C00299,P0017,R002,2,0.1,1095.91,913.8,182.11,0,0
O011417,2024-03-01,C00381,P0076,R006,1,0.2,449.7,442.13,7.57,0,0
O011418,2025-07-12,C01672,P0008,R019,1,0.2,166.5,128.3,38.2,0,0
O011419,2024-02-27,C00251,P0079,R012,2,0.0,203.86,153.66,50.2,0,0
O011420,2024-11-30,C00964,P0028,R007,1,0.0,607.84,519.71,88.13,0,0
O011421,2025-05-03,C00816,P0058,R018,2,0.05,907.72,718.12,189.6,0,0
O011422,2025-11-29,C01419,P0035,R019,2,0.15,1704.93,1506.58,198.35,0,0
O011423,2024-07-01,C00687,P0041,R009,1,0.0,496.05,334.3,161.75,0,0
O011424,2024-02-08,C01406,P0070,R008,1,0.05,57.56,37.94,19.62,0,0
O011425,2025-07-02,C01017,P0052,R017,3,0.0,1361.07,1158.12,202.95,0,0
O011426,2025-10-15,C01772,P0058,R011,2,0.0,955.5,718.12,237.38,0,0
O011427,2025-02-17,C00374,P0100,R006,1,0.1,393.54,258.19,135.35,0,0
O011428,2024-02-14,C01523,P0017,R012,2,0.0,1217.68,913.8,303.88,0,0
O011429,2024-12-31,C01444,P0047,R008,1,0.15,419.3,406.08,13.22,0,0
O011430,2024-10-12,C01650,P0062,R008,1,0.0,282.03,186.59,95.44,0,0
O011431,2024-11-26,C00981,P0086,R014,1,0.0,695.92,589.29,106.63,0,0
O011432,2024-02-09,C00642,P0036,R008,1,0.05,996.05,882.0,114.05,0,0
O011433,2024-08-19,C01035,P0048,R011,1,0.0,138.57,95.33,43.24,0,0
O011434,2025-12-31,C01947,P0087,R014,1,0.0,371.57,228.34,143.23,0,0
O011435,2024-02-03,C00390,P0062,R019,5,0.0,1410.15,932.95,477.2,0,0
O011436,2025-10-30,C01324,P0089,R019,2,0.1,1587.02,1512.28,74.74,0,0
O011437,2025-01-13,C00449,P0010,R018,1,0.0,1005.24,832.19,173.05,0,0
O011438,2025-03-03,C01548,P0037,R015,1,0.1,573.24,544.29,28.95,0,0
O011439,2025-11-13,C00848,P0064,R010,1,0.0,902.56,757.41,145.15,0,0
O011440,2024-06-08,C01718,P0017,R009,1,0.15,517.51,456.9,60.61,0,0
O011441,2025-12-20,C00327,P0057,R002,3,0.1,2912.08,1895.13,1016.95,0,0
O011442,2024-07-21,C00248,P0003,R016,2,0.0,2387.64,1540.38,847.26,0,0
O011443,2024-09-12,C01902,P0059,R019,4,0.05,5072.58,3566.64,1505.94,0,0
O011444,2024-11-24,C00673,P0094,R013,1,0.0,869.42,695.08,174.34,0,0
O011445,2025-03-15,C00170,P0097,R019,1,0.0,1208.85,802.79,406.06,0,0
O011446,2024-08-23,C01672,P0040,R011,3,0.0,2653.32,2334.6,318.72,0,0
O011447,2025-08-02,C00829,P0001,R003,2,0.05,310.16,231.56,78.6,0,0
O011448,2024-01-16,C01844,P0094,R018,2,0.0,1738.84,1390.16,348.68,0,0
O011449,2025-05-02,C00876,P0065,R009,1,0.05,485.01,442.51,42.5,0,0
O011450,2025-04-24,C01513,P0066,R011,1,0.05,809.12,711.51,97.61,0,0
O011451,2025-01-25,C01158,P0086,R013,1,0.1,626.33,589.29,37.04,0,0
O011452,2025-03-24,C00965,P0048,R009,1,0.0,138.57,95.33,43.24,0,0
O011453,2025-06-30,C00972,P0051,R009,2,0.15,1434.14,1303.32,130.82,0,0
O011454,2025-10-23,C00503,P0089,R014,3,0.05,2512.79,2268.42,244.37,0,0
O011455,2024-06-08,C01474,P0058,R007,4,0.0,1911.0,1436.24,474.76,0,0
O011456,2024-12-14,C01051,P0080,R009,1,0.0,1064.41,755.97,308.44,0,0
O011457,2025-02-14,C00004,P0093,R003,1,0.05,861.8,594.21,267.59,0,0
O011458,2024-09-08,C00795,P0048,R006,3,0.05,394.92,285.99,108.93,0,0
O011459,2025-12-12,C00812,P0092,R015,1,0.0,62.7,41.5,21.2,0,0
O011460,2025-01-08,C01772,P0041,R011,1,0.0,496.05,334.3,161.75,0,0
O011461,2025-03-09,C00854,P0095,R008,1,0.0,138.62,87.11,51.51,0,0
O011462,2024-05-22,C01135,P0039,R019,1,0.1,811.4,688.78,122.62,0,0
O011463,2024-10-30,C00166,P0031,R005,1,0.0,163.53,113.67,49.86,0,0
O011464,2025-04-02,C00785,P0078,R011,1,0.05,863.64,738.46,125.18,0,0
O011465,2024-11-09,C00569,P0095,R002,2,0.05,263.38,174.22,89.16,0,0
O011466,2025-07-16,C00997,P0082,R020,2,0.0,372.16,317.32,54.84,0,0
O011467,2024-04-09,C01798,P0080,R017,1,0.1,957.97,755.97,202.0,0,0
O011468,2024-04-22,C01868,P0098,R017,1,0.05,1333.54,817.94,515.6,0,0
O011469,2024-09-04,C00574,P0064,R006,1,0.1,812.3,757.41,54.89,0,0
O011470,2024-08-20,C01227,P0092,R010,2,0.1,112.86,83.0,29.86,0,0
O011471,2025-08-19,C01909,P0006,R010,2,0.0,471.42,298.42,173.0,0,0
O011472,2025-09-26,C00458,P0019,R007,1,0.0,52.42,44.02,8.4,0,0
O011473,2024-12-11,C00877,P0035,R001,2,0.0,2005.8,1506.58,499.22,0,0
O011474,2025-01-04,C01001,P0096,R013,2,0.05,1480.04,918.3,561.74,0,0
O011475,2024-08-03,C00007,P0027,R001,1,0.05,891.73,771.98,119.75,0,0
O011476,2025-01-23,C00932,P0047,R020,5,0.1,2219.81,2030.4,189.41,0,0
O011477,2025-05-31,C00243,P0006,R003,4,0.0,942.84,596.84,346.0,0,0
O011478,2025-06-12,C00621,P0012,R009,1,0.0,1450.14,894.74,555.4,0,0
O011479,2025-12-09,C00231,P0066,R007,2,0.05,1618.25,1423.02,195.23,0,0
O011480,2025-02-26,C01473,P0014,R005,1,0.05,447.19,413.45,33.74,0,0
O011481,2024-09-05,C01670,P0093,R020,3,0.1,2449.33,1782.63,666.7,0,0
O011482,2024-02-20,C00537,P0092,R003,1,0.0,62.7,41.5,21.2,0,0
O011483,2025-05-17,C00081,P0070,R017,1,0.0,60.59,37.94,22.65,0,0
O011484,2025-08-10,C00986,P0049,R011,2,0.15,1544.25,1177.28,366.97,0,0
O011485,2025-02-07,C00230,P0092,R014,1,0.0,62.7,41.5,21.2,0,0
O011486,2025-11-05,C00883,P0058,R009,5,0.05,2269.31,1795.3,474.01,0,0
O011487,2024-08-19,C01088,P0026,R001,3,0.0,2201.43,1701.0,500.43,0,0
O011488,2024-02-08,C00934,P0043,R011,3,0.0,61.8,44.46,17.34,0,0
O011489,2025-04-07,C01045,P0045,R001,1,0.2,250.35,244.48,5.87,0,0
O011490,2024-03-29,C01134,P0066,R010,1,0.0,851.71,711.51,140.2,0,0
O011491,2024-03-02,C00328,P0049,R012,3,0.1,2452.63,1765.92,686.71,0,0
O011492,2025-05-28,C01367,P0086,R012,1,0.1,626.33,589.29,37.04,0,0
O011493,2024-11-13,C01337,P0070,R015,2,0.1,109.06,75.88,33.18,0,0
O011494,2025-03-17,C00286,P0033,R007,2,0.0,1418.78,976.82,441.96,0,0
O011495,2025-06-30,C00868,P0049,R020,3,0.05,2588.88,1765.92,822.96,0,0
O011496,2024-10-06,C00577,P0079,R010,3,0.0,305.79,230.49,75.3,0,0
O011497,2025-03-22,C00795,P0032,R014,2,0.05,2166.95,1750.98,415.97,0,0
O011498,2025-01-29,C01546,P0013,R009,2,0.0,646.86,526.52,120.34,0,0
O011499,2025-02-27,C01194,P0078,R008,3,0.0,2727.27,2215.38,511.89,0,0
O011500,2025-05-29,C01816,P0050,R011,2,0.2,2005.7,1654.8,350.9,0,0
O011501,2024-10-05,C01139,P0018,R017,2,0.0,1884.9,1531.34,353.56,0,0
O011502,2025-01-03,C00090,P0057,R009,4,0.0,4314.2,2526.84,1787.36,0,0
O011503,2025-03-08,C01423,P0064,R002,3,0.0,2707.68,2272.23,435.45,0,0
O011504,2024-04-12,C00147,P0004,R014,3,0.05,2924.27,2059.38,864.89,0,0
O011505,2024-06-03,C00684,P0084,R007,2,0.0,1836.3,1503.16,333.14,0,0
O011506,2024-03-06,C01868,P0058,R015,1,0.1,429.98,359.06,70.92,0,0
O011507,2024-05-24,C01980,P0004,R017,4,0.0,4104.24,2745.84,1358.4,0,0
O011508,2024-11-16,C00296,P0090,R009,1,0.0,49.6,43.23,6.37,0,0
O011509,2025-11-16,C01971,P0067,R019,1,0.05,1162.2,890.89,271.31,0,0
O011510,2025-11-05,C01959,P0098,R015,1,0.05,1333.54,817.94,515.6,0,0
O011511,2025-07-11,C01757,P0036,R014,2,0.0,2096.94,1764.0,332.94,0,0
O011512,2025-02-11,C01657,P0050,R019,2,0.0,2507.12,1654.8,852.32,0,0
O011513,2024-05-28,C00151,P0073,R018,2,0.1,1378.67,1258.2,120.47,0,0
O011514,2024-09-18,C00242,P0094,R016,2,0.15,1478.01,1390.16,87.85,0,0
O011515,2025-07-14,C01228,P0084,R020,3,0.0,2754.45,2254.74,499.71,0,0
O011516,2025-10-26,C00206,P0072,R016,1,0.0,276.5,230.43,46.07,0,0
O011517,2025-12-04,C00502,P0085,R018,3,0.15,1378.71,983.25,395.46,0,0
O011518,2024-10-11,C01955,P0014,R015,2,0.0,941.46,826.9,114.56,0,0
O011519,2024-12-21,C01822,P0079,R010,4,0.0,407.72,307.32,100.4,0,0
O011520,2025-01-07,C00510,P0066,R008,1,0.05,809.12,711.51,97.61,0,0
O011521,2024-02-11,C01078,P0036,R017,1,0.0,1048.47,882.0,166.47,0,0
O011522,2024-03-26,C01078,P0032,R020,1,0.0,1140.5,875.49,265.01,0,0
O011523,2024-02-03,C00526,P0037,R012,1,0.0,636.93,544.29,92.64,0,0
O011524,2025-06-23,C00473,P0018,R004,2,0.1,1696.41,1531.34,165.07,0,0
O011525,2024-06-12,C00875,P0035,R017,3,0.0,3008.7,2259.87,748.83,0,0
O011526,2025-05-26,C01202,P0011,R006,2,0.1,888.25,831.66,56.59,0,0
O011527,2024-10-01,C01609,P0074,R015,3,0.0,1493.13,1217.22,275.91,0,0
O011528,2025-08-03,C01681,P0060,R005,2,0.0,907.46,681.28,226.18,0,0
O011529,2024-03-25,C00041,P0018,R018,2,0.0,1884.9,1531.34,353.56,0,0
O011530,2024-08-25,C01314,P0076,R010,1,0.0,562.13,442.13,120.0,0,0
O011531,2024-05-29,C01233,P0024,R008,5,0.05,4544.85,4137.7,407.15,0,0
O011532,2024-11-14,C00094,P0058,R015,2,0.1,859.95,718.12,141.83,0,0
O011533,2025-02-14,C01670,P0094,R015,5,0.05,4129.74,3475.4,654.34,0,0
O011534,2024-05-03,C01191,P0082,R006,1,0.0,186.08,158.66,27.42,0,0
O011535,2025-05-02,C01438,P0066,R002,1,0.0,851.71,711.51,140.2,0,0
O011536,2025-12-06,C01323,P0067,R020,2,0.1,2202.07,1781.78,420.29,0,0
O011537,2024-02-01,C00669,P0010,R020,3,0.0,3015.72,2496.57,519.15,0,0
O011538,2024-03-03,C00402,P0052,R014,1,0.0,453.69,386.04,67.65,0,0
O011539,2025-11-27,C00756,P0039,R003,5,0.05,4282.41,3443.9,838.51,0,0
O011540,2025-04-19,C01525,P0056,R019,1,0.05,699.38,546.21,153.17,0,0
O011541,2025-11-03,C01274,P0097,R010,1,0.1,1087.96,802.79,285.17,0,0
O011542,2025-05-30,C01254,P0084,R013,1,0.0,918.15,751.58,166.57,0,0
O011543,2025-06-08,C00261,P0069,R014,2,0.2,1288.06,1225.7,62.36,0,0
O011544,2024-04-25,C00020,P0077,R012,2,0.15,1108.04,792.08,315.96,0,0
O011545,2025-01-09,C01336,P0079,R005,4,0.05,387.33,307.32,80.01,0,0
O011546,2024-09-24,C01902,P0055,R020,1,0.0,845.32,517.78,327.54,0,0
O011547,2025-09-01,C00718,P0090,R011,3,0.1,133.92,129.69,4.23,0,0
O011548,2024-02-01,C00892,P0069,R019,2,0.05,1529.58,1225.7,303.88,0,0
O011549,2024-01-14,C01916,P0080,R003,1,0.1,957.97,755.97,202.0,0,0
O011550,2025-02-10,C00465,P0002,R014,2,0.0,175.94,128.5,47.44,0,0
O011551,2025-12-10,C01044,P0062,R004,1,0.05,267.93,186.59,81.34,0,0
O011552,2025-12-28,C00173,P0045,R003,3,0.0,938.82,733.44,205.38,0,0
O011553,2025-03-09,C00528,P0009,R018,2,0.05,1787.92,1570.54,217.38,0,0
O011554,2024-11-10,C00749,P0072,R003,3,0.0,829.5,691.29,138.21,0,0
O011555,2024-07-18,C01371,P0095,R001,1,0.0,138.62,87.11,51.51,0,0
O011556,2025-12-24,C00616,P0079,R001,1,0.1,91.74,76.83,14.91,0,0
O011557,2024-05-13,C00922,P0012,R008,2,0.1,2610.25,1789.48,820.77,0,0
O011558,2024-04-02,C00596,P0009,R003,2,0.0,1882.02,1570.54,311.48,0,0
O011559,2025-01-06,C00283,P0043,R002,1,0.0,20.6,14.82,5.78,0,0
O011560,2024-10-13,C01587,P0032,R011,2,0.0,2281.0,1750.98,530.02,0,0
O011561,2024-12-28,C01346,P0005,R005,1,0.1,604.97,567.23,37.74,0,0
O011562,2025-10-21,C01292,P0006,R009,2,0.0,471.42,298.42,173.0,0,0
O011563,2024-07-16,C01166,P0043,R003,2,0.0,41.2,29.64,11.56,0,0
O011564,2025-10-02,C00267,P0019,R014,1,0.05,49.8,44.02,5.78,0,0
O011565,2024-06-03,C01031,P0026,R009,2,0.15,1247.48,1134.0,113.48,0,0
O011566,2024-08-24,C01417,P0090,R018,1,0.15,42.16,43.23,-1.07,0,0
O011567,2024-01-04,C00989,P0100,R017,3,0.15,1115.04,774.57,340.47,0,0
O011568,2025-05-11,C01447,P0085,R008,2,0.0,1081.34,655.5,425.84,0,0
O011569,2025-09-19,C00659,P0031,R007,3,0.15,417.0,341.01,75.99,0,0
O011570,2025-10-09,C01029,P0024,R018,1,0.0,956.81,827.54,129.27,0,0
O011571,2024-05-02,C00762,P0066,R008,2,0.1,1533.08,1423.02,110.06,0,0
O011572,2025-07-14,C01992,P0084,R018,2,0.05,1744.48,1503.16,241.32,0,0
O011573,2024-04-13,C00359,P0073,R002,4,0.0,3063.72,2516.4,547.32,0,0
O011574,2025-04-04,C00567,P0085,R014,2,0.1,973.21,655.5,317.71,0,0
O011575,2025-05-28,C01363,P0057,R009,1,0.0,1078.55,631.71,446.84,0,0
O011576,2024-04-21,C00117,P0100,R017,2,0.0,874.54,516.38,358.16,0,0
O011577,2024-03-21,C01026,P0084,R002,2,0.0,1836.3,1503.16,333.14,0,0
O011578,2024-02-23,C00058,P0008,R019,4,0.1,749.23,513.2,236.03,0,0
O011579,2025-06-01,C01056,P0045,R020,1,0.0,312.94,244.48,68.46,0,0
O011580,2025-03-25,C00642,P0064,R010,1,0.0,902.56,757.41,145.15,0,0
O011581,2024-03-28,C00380,P0030,R014,3,0.05,1380.45,960.84,419.61,0,0
O011582,2024-12-31,C00996,P0049,R011,2,0.05,1725.92,1177.28,548.64,0,0
O011583,2025-08-04,C00663,P0071,R013,1,0.0,885.13,677.48,207.65,0,0
O011584,2024-06-23,C00157,P0064,R011,2,0.1,1624.61,1514.82,109.79,0,0
O011585,2025-03-18,C01066,P0090,R014,1,0.0,49.6,43.23,6.37,0,0
O011586,2024-08-02,C01132,P0034,R010,1,0.0,611.76,502.05,109.71,0,0
O011587,2024-07-09,C01324,P0095,R020,1,0.0,138.62,87.11,51.51,0,0
O011588,2024-10-13,C01802,P0041,R019,1,0.0,496.05,334.3,161.75,0,0
O011589,2024-09-14,C01405,P0094,R016,5,0.1,3912.39,3475.4,436.99,0,0
O011590,2024-12-28,C01594,P0033,R002,5,0.05,3369.6,2442.05,927.55,0,0
O011591,2024-05-30,C01297,P0059,R005,2,0.05,2536.29,1783.32,752.97,0,0
O011592,2024-10-12,C01345,P0095,R008,1,0.0,138.62,87.11,51.51,0,0
O011593,2025-03-30,C01587,P0036,R003,2,0.1,1887.25,1764.0,123.25,0,0
O011594,2024-10-10,C01324,P0089,R019,4,0.05,3350.38,3024.56,325.82,0,0
O011595,2025-04-24,C01005,P0059,R006,3,0.2,3203.74,2674.98,528.76,0,0
O011596,2024-03-25,C01461,P0051,R016,1,0.15,717.07,651.66,65.41,0,0
O011597,2024-04-10,C01931,P0074,R019,2,0.05,945.65,811.48,134.17,0,0
O011598,2025-09-24,C00989,P0027,R006,1,0.1,844.79,771.98,72.81,0,0
O011599,2024-12-03,C00453,P0073,R015,2,0.0,1531.86,1258.2,273.66,0,0
O011600,2025-03-21,C00804,P0024,R014,1,0.1,861.13,827.54,33.59,0,0
O011601,2025-06-24,C00029,P0078,R013,3,0.0,2727.27,2215.38,511.89,0,0
O011602,2024-04-16,C00614,P0069,R001,2,0.0,1610.08,1225.7,384.38,0,0
O011603,2025-12-11,C01775,P0020,R011,1,0.0,1187.83,729.28,458.55,0,0
O011604,2024-11-05,C00200,P0015,R011,2,0.0,2486.94,1794.06,692.88,0,0
O011605,2025-10-12,C01777,P0069,R001,1,0.0,805.04,612.85,192.19,0,0
O011606,2024-10-31,C01125,P0017,R019,4,0.05,2313.59,1827.6,485.99,0,0
O011607,2024-10-23,C00637,P0070,R016,2,0.1,109.06,75.88,33.18,0,0
O011608,2025-03-15,C00946,P0100,R013,1,0.0,437.27,258.19,179.08,0,0
O011609,2024-05-19,C01758,P0018,R008,3,0.0,2827.35,2297.01,530.34,0,0
O011610,2025-03-21,C00238,P0056,R019,3,0.1,1987.71,1638.63,349.08,0,0
O011611,2025-12-19,C01132,P0095,R009,2,0.0,277.24,174.22,103.02,0,0
O011612,2025-04-16,C00537,P0096,R002,3,0.05,2220.06,1377.45,842.61,0,0
O011613,2024-02-21,C01083,P0005,R020,1,0.05,638.58,567.23,71.35,0,0
O011614,2025-05-25,C01575,P0086,R011,1,0.05,661.12,589.29,71.83,0,0
O011615,2024-01-25,C01843,P0032,R012,3,0.1,3079.35,2626.47,452.88,0,0
O011616,2024-03-16,C00512,P0081,R014,1,0.1,173.79,167.77,6.02,0,0
O011617,2024-07-27,C01328,P0044,R004,5,0.0,1933.2,1329.35,603.85,0,0
O011618,2024-08-10,C00852,P0030,R001,4,0.1,1743.73,1281.12,462.61,0,0
O011619,2024-01-03,C01006,P0056,R010,2,0.0,1472.38,1092.42,379.96,0,0
O011620,2024-01-13,C00323,P0024,R018,3,0.0,2870.43,2482.62,387.81,0,0
O011621,2025-07-30,C01714,P0051,R020,3,0.0,2530.83,1954.98,575.85,0,0
O011622,2024-11-28,C00340,P0048,R006,1,0.0,138.57,95.33,43.24,0,0
O011623,2024-05-26,C00080,P0098,R020,1,0.15,1193.17,817.94,375.23,0,0
O011624,2024-11-09,C01513,P0063,R018,4,0.0,1406.12,974.64,431.48,0,0
O011625,2025-05-21,C00812,P0076,R017,2,0.0,1124.26,884.26,240.0,0,0
O011626,2025-06-20,C00134,P0024,R006,1,0.1,861.13,827.54,33.59,0,0
O011627,2024-07-29,C01362,P0100,R015,1,0.1,393.54,258.19,135.35,0,0
O011628,2024-05-02,C00571,P0058,R020,1,0.1,429.98,359.06,70.92,0,0
O011629,2025-12-02,C01953,P0011,R012,1,0.1,444.12,415.83,28.29,0,0
O011630,2025-04-06,C01962,P0069,R018,2,0.1,1449.07,1225.7,223.37,0,0
O011631,2025-12-19,C01101,P0040,R006,3,0.0,2653.32,2334.6,318.72,0,0
O011632,2024-08-12,C00952,P0038,R018,5,0.05,1937.43,1212.2,725.23,0,0
O011633,2024-03-22,C00890,P0040,R004,1,0.1,796.0,778.2,17.8,0,0
O011634,2024-10-06,C01213,P0054,R014,3,0.05,2497.74,1870.53,627.21,0,0
O011635,2024-08-27,C01819,P0037,R008,2,0.0,1273.86,1088.58,185.28,0,0
O011636,2025-06-09,C01282,P0083,R009,3,0.0,3744.06,2602.59,1141.47,0,0
O011637,2025-06-07,C00199,P0025,R015,1,0.0,271.48,172.86,98.62,0,0
O011638,2024-02-22,C00393,P0020,R010,1,0.15,1009.66,729.28,280.38,0,0
O011639,2025-03-05,C01259,P0015,R017,1,0.05,1181.3,897.03,284.27,0,0
O011640,2024-09-07,C00739,P0050,R012,2,0.0,2507.12,1654.8,852.32,0,0
O011641,2025-03-25,C00959,P0016,R011,1,0.0,422.42,359.55,62.87,0,0
O011642,2024-10-13,C00802,P0004,R006,1,0.0,1026.06,686.46,339.6,0,0
O011643,2025-01-27,C01192,P0038,R013,2,0.0,815.76,484.88,330.88,0,0
O011644,2025-06-07,C00462,P0099,R006,3,0.1,3037.36,2155.35,882.01,0,0
O011645,2024-08-02,C00148,P0002,R015,2,0.1,158.35,128.5,29.85,0,0
O011646,2024-05-25,C00468,P0010,R010,2,0.0,2010.48,1664.38,346.1,0,0
O011647,2025-05-31,C01336,P0066,R011,1,0.1,766.54,711.51,55.03,0,0
O011648,2025-11-23,C01216,P0058,R011,1,0.05,453.86,359.06,94.8,0,0
O011649,2024-11-20,C01619,P0015,R001,1,0.05,1181.3,897.03,284.27,0,0
O011650,2025-12-30,C00217,P0092,R016,1,0.0,62.7,41.5,21.2,0,0
O011651,2024-05-15,C00284,P0074,R020,1,0.2,398.17,405.74,-7.57,0,0
O011652,2025-08-21,C00259,P0058,R015,4,0.0,1911.0,1436.24,474.76,0,0
O011653,2025-12-23,C01126,P0063,R004,1,0.15,298.8,243.66,55.14,0,0
O011654,2024-08-07,C01147,P0085,R013,3,0.0,1622.01,983.25,638.76,0,0
O011655,2024-04-18,C00319,P0014,R004,2,0.0,941.46,826.9,114.56,0,0
O011656,2025-04-30,C00899,P0095,R014,1,0.05,131.69,87.11,44.58,0,0
O011657,2025-09-27,C00103,P0016,R009,1,0.0,422.42,359.55,62.87,0,0
O011658,2024-03-01,C01224,P0055,R018,1,0.15,718.52,517.78,200.74,0,0
O011659,2025-04-13,C01140,P0033,R012,1,0.05,673.92,488.41,185.51,0,0
O011660,2025-09-28,C00054,P0074,R002,3,0.05,1418.47,1217.22,201.25,0,0
O011661,2024-01-24,C00177,P0088,R018,5,0.05,414.44,291.7,122.74,0,0
O011662,2025-01-12,C01410,P0069,R012,4,0.05,3059.15,2451.4,607.75,0,0
O011663,2024-02-26,C01799,P0030,R018,1,0.05,460.15,320.28,139.87,0,0
O011664,2024-05-08,C01700,P0083,R002,1,0.15,1060.82,867.53,193.29,0,0
O011665,2024-12-21,C01135,P0096,R005,3,0.05,2220.06,1377.45,842.61,0,0
O011666,2024-08-27,C01049,P0022,R003,1,0.05,469.4,305.85,163.55,0,0
O011667,2024-03-03,C01617,P0033,R006,1,0.0,709.39,488.41,220.98,0,0
O011668,2025-08-08,C01682,P0061,R010,1,0.05,715.97,479.76,236.21,0,0
O011669,2024-05-28,C01813,P0080,R014,1,0.05,1011.19,755.97,255.22,0,0
O011670,2025-09-28,C00800,P0018,R008,1,0.0,942.45,765.67,176.78,0,0
O011671,2024-05-09,C00953,P0008,R010,2,0.05,395.43,256.6,138.83,0,0
O011672,2025-01-14,C00158,P0065,R015,2,0.1,918.97,885.02,33.95,0,0
